prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber	BBvar
82861	38810011000001104	94584021	0	"Bisoprolol 2.5mg tablets (Medihealth (Northern) Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2021"	94584021	1
47543	18069311000001100	627021	99	"Half Beta-Prograne 80mg modified-release capsules (Accord Healthcare Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"	0	"Unknown"	"August 2012"	18977001	1
17586	550211000001104	80135020	59360	"Slozem 300mg capsules (Zentiva Pharma UK Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	8914001	1
25462	103335001000027104	61503020	72	"Clopamide 5mg with Pindolol 10mg tablets"	"Clopamide/Pindolol"	"5mg + 10mg"	"Tablets"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	3369001	1
20082	916111000001108	50243020	4007	"Lopresor SR 200mg tablets (Recordati Pharmaceuticals Ltd)"	"Metoprolol tartrate"	"200mg"	"Modified-release tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	538001	1
63850	21108211000001104	43812020	27	"Bisoprolol 2.5mg tablets (Teva UK Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"July 2015"	43812020	1
42625	16449211000001100	97882020	1386	"Vera-Til SR 120mg tablets (Accord Healthcare Ltd)"	"Verapamil hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"June 2010"	17572001	1
599	318604001	68440020	4490356	"Bisoprolol 1.25mg tablets"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	5216003	1
36603	22555001000027104	50847020	661	"Propranolol SR 160mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	677010	1
32658	199345001000027104	75962020	17	"Dilcardia xl 120mg Modified-release capsule (Generics (UK) Ltd)"	"Diltiazem Hydrochloride"	"120mg"	"Modified-Release Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7372001	1
46955	803411000001104	60640020	19	"Verapamil 80mg tablets (Mylan)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2012"	3167010	1
18223	232125001000027104	85883020	881	"Trandolapril with verapamil 2mg + 180mg Modified-release capsule"	"Trandolapril/Verapamil Hydrochloride"	"2mg + 180mg"	"Modified-Release Capsule"	"Oral"		"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)/Calcium-Channel Blockers"	"February 2009"	11566001	1
72488	33424611000001104	70361021	1	"Diltiazem 300mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"July 2018"	70361021	1
74053	17537411000001102	1897020	20	"Dilzem XL 240 capsules (Sigma Pharmaceuticals Plc)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2018"	1897020	1
76484	15237011000001104	1226020	0	"Nebivolol 5mg tablets (Sigma Pharmaceuticals Plc)"	"Nebivolol hydrochloride"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"May 2019"	1226020	1
8807	674711000001109	52545020	9218	"Trandate 400mg tablets (RPH Pharmaceuticals AB)"	"Labetalol hydrochloride"	"400mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1105001	1
68054	526711000001105	1904020	88	"Diltiazem 60mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"October 2016"	1904020	1
18950	182195001000027104	72693020	653	"Totamol 25mg Tablet (C P Pharmaceuticals Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	6437003	1
2888	762011000001102	62586020	302785	"Tildiem 60mg modified-release tablets (Sanofi)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3631001	1
28949	228245001000027104	84959020	55	"Bi-carzem sr 120mg Modified-release capsule (Tillomed Laboratories Ltd)"	"Diltiazem Hydrochloride"	"120mg"	"Modified-Release Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11162003	1
8978	120695001000027104	63928020	753	"Propanix 160mg Modified-release capsule (Ashbourne Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	3974002	1
18975	152715001000027104	68163020	61	"Calcicard 60mg Tablet (3M Health Care Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5139001	1
68020	14208611000001108	1075020	0	"Beta-Adalat modified-release capsules (Sigma Pharmaceuticals Plc)"	"Atenolol/Nifedipine"	"50mg + 20mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Calcium-Channel Blockers"	"October 2016"	1075020	1
58498	22496711000001104	15612021	91	"Bisoprolol 2.5mg tablets (Medreich Plc)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2014"	15612021	1
2592	32311000001105	84421020	44220	"Viazem XL 120mg capsules (Thornton & Ross Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	10912001	1
23872	44155001000027104	53571020	683	"Berkatens 40mg Tablet (Berk Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"40mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"February 2009"	1374001	1
8759	68645001000027112	56680020	9753	"Verapamil hcl 120mg modified release tablets"	"Verapamil Hydrochloride"	"120mg"	"Modified Release Tablet"	"Oral"		"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"February 2009"	2177001	1
31536	907211000001102	56093020	71	"Atenolol 25mg tablets (Kent Pharma (UK) Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	2031009	1
10688	318248001	69592020	35946	"Verapamil 160mg tablets"	"Verapamil hydrochloride"	"160mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5534001	1
57063	18694811000001100	957020	3265	"Bedranol SR 80mg capsules (Almus Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"	0	"Unknown"	"September 2013"	957020	1
5513	193215001000027104	74596020	22053	"Dilzem sr 60mg Capsule (Elan Pharma)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	6985001	1
74022	5426711000001102	1899020	105	"Tildiem LA 200 capsules (Waymade Healthcare Plc)"	"Diltiazem hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2018"	1899020	1
81042	34243711000001104	75884021	11	"Propranolol 40mg/5ml oral solution sugar free (Thame Laboratories Ltd)"	"Propranolol hydrochloride"	"8mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"June 2020"	75884021	1
19853	823111000001103	83184020	5497	"Cardicor 3.75mg tablets (Merck Serono Ltd)"	"Bisoprolol fumarate"	"3.75mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	10341003	1
85130	12014411000001102	30305020	1	"Atenolol 10mg/5ml oral suspension"	"Atenolol"	"2mg/1ml"	"Oral suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"December 2021"	30305020	1
53204	263511000001107	973020	0	"Atenolol 50mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"January 2013"	973020	1
71969	24597911000001104	26723021	0	"Diltiazem 300mg modified-release capsules (Sigma Pharmaceuticals Plc)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2018"	26723021	1
74623	684111000001100	61055020	122	"Celiprolol 400mg tablets (Mylan)"	"Celiprolol hydrochloride"	"400mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2019"	3264010	1
70961	14005411000001108	1872020	2	"Tildiem Retard 90mg tablets (DE Pharmaceuticals)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2017"	1872020	1
78152	896311000001100	56210020	777	"Verapamil 120mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"October 2019"	2060011	1
57208	21864811000001104	47167020	5	"Diltiazem 120mg modified-release capsules (Cubic Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"September 2013"	47167020	1
41591	888911000001101	62682020	668	"Bisoprolol 10mg tablets (Teva UK Ltd)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"March 2010"	3651010	1
5348	39023611000001104	72176020	82278	"Diltiazem 300mg modified-release capsules"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	6289001	1
58511	20283411000001100	40503020	88	"Bisoprolol 1.25mg tablets (Sandoz Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2014"	40503020	1
17492	866811000001107	84732020	66431	"Zemtard 300 XL capsules (Galen Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11054001	1
84020	35138211000001108	79463021	0	"Bisoprolol 5mg tablets (Milpharm Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"June 2021"	79463021	1
43251	13436011000001108	75323020	5	"Bisoprolol 1.25mg tablets (Mylan)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"August 2010"	7189009	1
59982	18458411000001104	1012020	7	"Atenolol 25mg tablets (Accord Healthcare Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"May 2014"	1012020	1
75289	32759511000001108	69002021	0	"Propranolol 5mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"1mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"March 2019"	69002021	1
5968	329611000001106	68354020	89984	"Monocor 10mg tablets (Wyeth Pharmaceuticals)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products/Myocardial Infarction Management"	"February 2009"	5191002	1
4635	39023411000001104	72177020	143209	"Diltiazem 200mg modified-release capsules"	"Diltiazem hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	6289002	1
65636	29955211000001108	52683021	1	"Adizem-XL 120mg capsules (Lexon (UK) Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2016"	52683021	1
77958	8582411000001102	20255020	14	"Labetalol 50mg/5ml oral suspension"	"Labetalol hydrochloride"	"10mg/1ml"	"Oral suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"September 2019"	20255020	1
56485	11028811000001104	1155020	333	"Celectol 200mg tablets (Waymade Healthcare Plc)"	"Celiprolol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"August 2013"	1155020	1
8707	77311000001105	54881020	27976	"Trandate 200mg tablets (RPH Pharmaceuticals AB)"	"Labetalol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1713003	1
5234	119211000001108	76294020	126495	"Slozem 180mg capsules (Zentiva Pharma UK Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7472002	1
52548	18506211000001104	78457020	0	"Bisoprolol 1.25mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"	0	"Unknown"	"January 2013"	8220009	1
536	111175001000027104	62588020	341271	"Tildiem la 200mg Modified-release capsule (Sanofi)"	"Diltiazem hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3631003	1
49289	10054711000001108	1884020	864	"Diltiazem 120mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2013"	1884020	1
17599	7852611000001103	88811020	82	"Verapress MR 240mg tablets (Sandoz Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12983001	1
14673	318513007	65803020	4415	"Pindolol 15mg tablets"	"Pindolol"	"15mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	4484002	1
55791	20357211000001108	40507020	0	"Bisoprolol 3.75mg tablets (Actavis UK Ltd)"	"Bisoprolol fumarate"	"3.75mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"June 2013"	40507020	1
17425	105211000001107	84733020	56037	"Zemtard 120 XL capsules (Galen Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11054002	1
3344	193911000001101	48397020	33795	"Betaloc 100mg tablets (AstraZeneca UK Ltd)"	"Metoprolol tartrate"	"100mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	107002	1
34584	407511000001102	54125020	593	"Metoprolol 50mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	1517009	1
32162	90295001000027104	59465020	94	"Propranolol 80mg Modified-release capsule (Lagap)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	2894010	1
4852	181525001000027104	72558020	42665	"Adizem sr 120mg Modified-release tablet (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	6399001	1
59695	14802011000001108	980020	0	"Atenolol 50mg tablets (Boston Healthcare Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"April 2014"	980020	1
66172	21965911000001104	47169020	2	"Uard 180XL capsules (Ennogen Healthcare Ltd)"	"Diltiazem hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"May 2016"	47169020	1
17082	295911000001102	79593020	227	"Syprol 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"1mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	8673001	1
34265	884011000001109	51438020	545	"Atenolol 50mg tablets (Sandoz Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	830009	1
80958	19155001000027100	50431020	1	"Propranolol 80mg Tablet (Celltech Pharma Europe Ltd)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"June 2020"	581011	1
55979	8668811000001108	20535020	39	"Metoprolol 25mg/5ml oral suspension"	"Metoprolol tartrate"	"5mg/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"August 2013"	20535020	1
25777	723811000001107	86145020	663	"Dilcardia SR 120mg capsules (Mylan)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11680002	1
61573	12015011000001104	30311020	22	"Atenolol 25mg/5ml oral solution"	"Atenolol"	"5mg/1ml"	"Oral solution"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"November 2014"	30311020	1
48682	35932711000001104	183020	3213	"Propranolol 50mg/5ml oral solution sugar free"	"Propranolol hydrochloride"	"10mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"January 2013"	183020	1
34407	126811000001105	56767020	1707	"Metoprolol 50mg tablets (Teva UK Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	2198009	1
38545	261611000001107	95521020	420298	"Tildiem LA 200 capsules (Sanofi)"	"Diltiazem hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16373001	1
26270	203585001000027104	77217020	456	"Optil xl 300mg Modified-release capsule (Opus Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7795002	1
26269	159985001000027104	69394020	349	"Optil sr 180mg Modified-release capsule (Opus Pharmaceuticals Ltd)"	"Diltiazem Hydrochloride"	"180mg"	"Modified-Release Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5479003	1
61727	23489111000001108	20139021	4	"Propranolol 10mg tablets (Accord Healthcare Ltd)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"November 2014"	20139021	1
9185	196405001000027104	75255020	232	"Propranolol 80mg/5ml oral solution"	"Propranolol Hydrochloride"	"80mg/5ml"	"Oral Solution"	"Oral"		"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"February 2009"	7172003	1
19459	4579511000001103	51963020	270	"Verapamil 240mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	959010	1
59863	16158811000001108	1895020	134	"Dilzem XL 240 capsules (Lexon (UK) Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"May 2014"	1895020	1
11793	8669111000001108	67160020	2591	"Metoprolol 50mg/5ml oral suspension"	"Metoprolol tartrate"	"10mg/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	4859001	1
8884	557111000001106	48758020	13778	"Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil hydrochloride"	"40mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	189001	1
52701	18481911000001108	1902020	37	"Tildiem LA 200 capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2013"	1902020	1
3061	71725001000027104	57178020	76503	"Diltiazem 12hr 180mg modified-release capsules"	"Diltiazem Hydrochloride"	"180mg"	"12 Hour Modified Release Capsules"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2292003	1
46614	113511000001109	195021	541	"Lopresor 50mg tablets (Recordati Pharmaceuticals Ltd)"	"Metoprolol tartrate"	"50mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"January 2012"	18756001	1
24191	874711000001101	68813020	13327	"Antipressan 50mg tablets (Teva UK Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	5320001	1
26229	510611000001108	56515020	737	"Beta-Prograne 160mg modified-release capsules (Tillomed Laboratories Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	2138001	1
3167	318355002	59374020	47950	"Propranolol 160mg tablets"	"Propranolol hydrochloride"	"160mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	2877001	1
