prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
21858	703911000001109	53115020	243	"Ladropen 500mg capsules (Teva UK Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	1258002
44154	3964511000001100	65553020	334	"Co-amoxiclav 500mg/125mg tablets (Zentiva Pharma UK Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"December 2010"	4414009
32361	58285001000027104	55295020	114	"Stafoxil 250mg Capsule (Yamanouchi Pharma Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	1831001
71471	34941111000001104	78954021	5292	"Ciprofloxacin 2mg/ml ear drops 0.25ml unit dose preservative free"	"Ciprofloxacin hydrochloride"	"2mg/1ml"	"Ear drops"	"Auricular"	12010200	"Drugs Acting On The Ear - Otitis Media"	"January 2018"	78954021
54796	12948011000001100	5558020	0	"Amoxicillin 250mg capsules (Boston Healthcare Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2013"	5558020
64805	29983311000001108	52757021	0	"Phenoxymethylpenicillin 250mg tablets (Sigma Pharmaceuticals Plc)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"November 2015"	52757021
399	94411000001100	48261020	838051	"Augmentin 375mg tablets (GlaxoSmithKline UK Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	72001
82118	4533711000001108	63244020	0	"Cefotaxime 2g powder for solution for injection vials (Wockhardt UK Ltd)"	"Cefotaxime sodium"	"2gram"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010201	"Cephalosporins"	"November 2020"	3785009
75317	35907311000001104	82692021	0	"Co-amoxiclav 500mg/125mg tablets (Consilient Health Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2019"	82692021
34478	370811000001102	64515020	259	"Ciprofloxacin 250mg tablets (Teva UK Ltd)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	4132009
31530	7211000001107	69983020	5	"Erythromycin 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	5641009
34052	568111000001102	53864020	1038	"Flucloxacillin 500mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	1447010
8933	811111000001105	56440020	12005	"Floxapen 125mg/5ml syrup (Actavis UK Ltd)"	"Flucloxacillin magnesium"	"25mg/1ml"	"Oral suspension"	"Oral"	0	"Unknown"	"February 2009"	2118001
21804	143265001000027104	66947020	2	"Tetracycline 125mg/5ml syrup"	"Tetracycline Hydrochloride"	"125mg/5ml"	"Syrup"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	4803001
23000	122015001000027104	64120020	22	"Benzathine penicillin 229mg/ml injection"	"Benzathine Benzylpenicillin"	"229mg/ml"	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	4023003
72108	34751611000001104	78235021	0	"Clarithromycin 500mg powder for solution for infusion vials (Bowmed Ibisqus Ltd)"	"Clarithromycin"	"500mg"	"Powder for solution for infusion"	"Intravenous"	5010500	"Macrolides"	"May 2018"	78235021
9664	648411000001106	49215020	7324	"Cefalexin 500mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"February 2009"	299010
27203	848711000001105	54649020	15	"Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Teva UK Ltd)"	"Erythromycin ethyl succinate"	"100mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	1654010
62685	27732411000001100	31356021	0	"Benzylpenicillin 600mg powder for solution for injection vials (Genus Pharmaceuticals Ltd)"	"Benzylpenicillin sodium"	"600mg"	"Powder for solution for injection"	"Intravenous/Intramuscular"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"April 2015"	31356021
45591	18149211000001104	99227020	44	"Clarie XL 500mg tablets (Teva UK Ltd)"	"Clarithromycin"	"500mg"	"Modified-release tablet"	"Oral"	5010500	"Macrolides"	"June 2011"	18259001
63660	2849111000001103	63285020	6	"Doxycycline 50mg capsules (Kent Pharma (UK) Ltd)"	"Doxycycline hyclate"	"50mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"July 2015"	3797009
7485	155645001000027104	68641020	10293	"Keflex 125mg/5ml Liquid (Eli Lilly and Company Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	5270002
34112	94811000001103	52801020	47	"Phenoxymethylpenicillin 250mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	1174010
61299	24520711000001100	25610021	0	"Co-amoxiclav 125mg/31mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"25mg/1ml + 6.25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"October 2014"	25610021
21926	36705001000027104	52587020	2	"Amfipen 500mg/vial Injection (Yamanouchi Pharma Ltd)"	"Ampicillin sodium"	"500mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Intraarticular/Intrapleural/Intraperitoneal"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1116002
76263	21781011000001104	47452020	0	"Azithromycin 200mg/5ml oral suspension (Waymade Healthcare Plc)"	"Azithromycin"	"40mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"May 2019"	47452020
34255	765311000001105	50226020	182	"Phenoxymethylpenicillin 250mg tablets (A A H Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	534009
1202	455911000001109	67983020	177279	"Ciproxin 250mg tablets (Bayer Plc)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	5087001
47785	36141511000001104	94655020	4	"Ciprofloxacin 400mg/200ml infusion bags"	"Ciprofloxacin lactate"	"2mg/1ml"	"Infusion"	"Intravenous"	5011200	"Quinolones"	"September 2012"	15937001
65945	13578111000001100	5543020	148	"Flucloxacillin 125mg/5ml oral solution (DE Pharmaceuticals)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"April 2016"	5543020
102	90025001000027104	59438020	3513109	"Penicillin V 250mg tablet"	"Phenoxymethylpenicillin Potassium"	"250mg"	"Tablets"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	2889002
81907	10153111000001102	27958020	8	"Benzathine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials"	"Benzathine benzylpenicillin"	"1.2mega unit"	"Powder and solvent for suspension for injection"	"Intramuscular"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"October 2020"	27958020
33695	549711000001102	62661020	18	"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Mylan)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	3647010
72454	21996911000001108	47403020	0	"Flucloxacillin 250mg capsules (Waymade Healthcare Plc)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"July 2018"	47403020
41646	38865001000027104	52895020	1	"Ampicillin 250mg Capsule (Berk Pharmaceuticals Ltd)"	"Ampicillin"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2010"	1197009
53888	247425001000027104	93228020	0	"Phenoxymethylpenicillin 666mg tablet"	"Phenoxymethylpenicillin Potassium"	""	""	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2013"	15213001
13327	917911000001109	76426020	5517	"Deteclo 300mg tablets (Mercury Pharma Group Ltd)"	"Tetracycline hydrochloride/Chlortetracycline hydrochloride/Demeclocycline hydrochloride"	"115.4mg + 115.4mg + 69.2mg"	"Tablet"	"Oral"	0	"Unknown"	"February 2009"	7518001
34645	86195001000027104	58869020	3	"Penicillin V 250mg/5ml Oral solution (Generics (UK) Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	2757011
8085	66765001000027104	56408020	12096	"Ceporex 500mg Tablet (Galen Ltd)"	"Cefalexin"	"500mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"February 2009"	2111002
4010	67355001000027104	56493020	1675	"Amoxil 750mg Sachets (GlaxoSmithKline UK Ltd)"	"Amoxicillin Trihydrate"	"750mg"	"Sachets"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2131003
31428	90655001000027104	59504020	2	"Retcin 250mg Tablet (DDSA Pharmaceuticals Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	2903001
23485	89295001000027104	59319020	8	"Flu-amp 500mg Capsule (Generics (UK) Ltd)"	"Flucloxacillin sodium/Ampicillin trihydrate"	"250mg + 250mg"	"Capsule"	"Oral"		"Penicillinase-Resistant Penicillins/Broad-Spectrum Penicillins"	"February 2009"	2866001
17161	49635001000027104	54241020	951	"Miraxid Tablet (Rpr / Fisons)"	"Pivampicillin/Pivmecillinam Hydrochloride"	""	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1548001
54098	16172811000001108	5840020	13	"Erythroped A 500mg tablets (Lexon (UK) Ltd)"	"Erythromycin ethyl succinate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"March 2013"	5840020
31473	194245001000027104	74726020	1	"Vidopen 250mg/vial Injection (Berk Pharmaceuticals Ltd)"	"Ampicillin Sodium"	"250mg/vial"	"Injection"	""	5010103	"Broad-Spectrum Penicillins"	"February 2009"	7026001
75579	63785001000027104	56002020	1	"Cefalexin 250mg/5ml Oral solution (Lagap)"	"Cefalexin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"April 2019"	2009011
31476	159125001000027104	69235020	5	"Achromycin iv 250mg/vial Intravenous injection (Wyeth Pharmaceuticals)"	"Tetracycline Hydrochloride"	"250mg/vial"	"Intravenous Injection"	"Intravenous Injection"		"Tetracyclines/Antimalarials"	"February 2009"	5438002
51536	19187411000001104	5563020	0	"Amoxicillin 250mg capsules (Milpharm Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	5563020
34375	627011000001100	62337020	7	"Flucloxacillin 250mg capsules (Kent Pharma (UK) Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3571009
16594	135235001000027104	65818020	5	"Piperacillin 1g/vial injection"	"Piperacillin Sodium"	"1g/vial"	"Injection"	""	5010104	"Antipseudomonal Penicillins"	"February 2009"	4489001
34226	590311000001104	62338020	8	"Flucloxacillin 500mg capsules (Kent Pharma (UK) Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3571010
83959	769817000	97485021	548	"Amoxicillin 500mg/5ml oral suspension sugar free"	"Amoxicillin trihydrate"	"100mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"June 2021"	97485021
49807	16063111000001104	5521020	0	"Phenoxymethylpenicillin 250mg tablets (Bristol Laboratories Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"January 2013"	5521020
54552	21038511000001104	43854020	0	"Phenoxymethylpenicillin 250mg/5ml oral solution (Bristol Laboratories Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"April 2013"	43854020
11613	644811000001100	73340020	39294	"Amix 250 capsules (Ashbourne Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	6627001
42008	800711000001101	49228020	13	"Cefalexin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)"	"Cefalexin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"April 2010"	301011
13285	242685001000027104	90743020	149	"Amoxicillin 125mg / Clavulanic acid 31mg/5ml oral suspension"	"Amoxicillin Trihydrate/Potassium Clavulanate"	"125mg + 31mg/5ml"	"Oral Suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	13964001
27495	90685001000027104	59508020	13	"Arpimycin 125mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	2904001
71066	17899311000001108	5842020	0	"Erythromycin ethyl succinate 500mg tablets (Sigma Pharmaceuticals Plc)"	"Erythromycin ethyl succinate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"December 2017"	5842020
3542	31065001000027108	51872020	4797	"Terra-cortril Ear drops (Pfizer Ltd)"	"Hydrocortisone Acetate/Oxytetracycline Hydrochloride/Polymyxin B Sulphate"	""	"Ear Drops"	"Auricular"	12010100	"Drugs Acting On The Ear - Otitis Externa"	"February 2009"	935001
391	132825001000027104	65520020	863	"Penicillin G 600mg/vial injection"	"Benzylpenicillin Sodium"	"600mg/vial"	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	4405002
82945	17903311000001100	5877020	0	"Erythromycin ethyl succinate 500mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)"	"Erythromycin ethyl succinate"	"100mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2021"	5877020
37304	353811000001107	59861020	102	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2990009
5057	324253001	69380020	114524	"Azithromycin 200mg/5ml oral suspension"	"Azithromycin"	"40mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	5476002
82231	38726811000001112	93964021	11	"Amoxicillin 1g dispersible tablets sugar free"	"Amoxicillin trihydrate"	"1gram"	"Dispersible tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2021"	93964021
34594	119205001000027104	63696020	3	"Doxycycline 100mg Capsule (Neo Laboratories Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials"	"February 2009"	3910009
65259	14734611000001104	5908020	2	"Klaricid 500 tablets (Sigma Pharmaceuticals Plc)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"January 2016"	5908020
34141	3346311000001101	54192020	2254	"Oxytetracycline 250mg tablets (Teva UK Ltd)"	"Oxytetracycline dihydrate"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	1535009
60159	23880711000001108	21392021	0	"Doxycycline 100mg capsules (DE Pharmaceuticals)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"June 2014"	21392021
49236	78111000001109	5515020	43	"Phenoxymethylpenicillin 250mg tablets (Kent Pharma (UK) Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"January 2013"	5515020
22422	99035001000027104	60860020	84	"Galfloxin 250mg Capsule (Galen Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3219001
81397	38079011000001104	91390021	0	"Benzathine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials (Brancaster Pharma Ltd)"	"Benzathine benzylpenicillin"	"1.2mega unit"	"Powder and solvent for suspension for injection"	"Intramuscular"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"August 2020"	91390021
81716	37506211000001104	89179021	0	"Flucloxacillin 250mg capsules (Noumed Life Sciences Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"September 2020"	89179021
83839	38837011000001104	94755021	0	"Clarithromycin 500mg tablets (Medihealth (Northern) Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"May 2021"	94755021
23017	10315001000027104	49295020	427	"Erycen 500mg Tablet (Berk Pharmaceuticals Ltd)"	"Erythromycin"	"500mg"	"Tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	316002
9148	40295001000027104	53074020	741	"Erythromid ds 500mg Tablet (Abbott Laboratories Ltd)"	"Erythromycin"	"500mg"	"Tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	1247001
33703	89511000001103	55311020	959	"Erythromycin 250mg gastro-resistant tablets (Abbott Laboratories Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"February 2009"	1833011
43548	829311000001103	61076020	24	"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)"	"Potassium clavulanate/Amoxicillin trihydrate"	"6.25mg/1ml + 25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"September 2010"	3268010
29944	220311000001101	60146020	10	"Flucloxacillin 250mg capsules (Ranbaxy (UK) Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3057009
31014	311000001109	60211020	277	"Amoxicillin 125mg/5ml oral suspension sugar free (Mylan)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3071010
43555	38095001000027104	52792020	2	"Penicillin V 250mg/5ml Oral solution (C P Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"September 2010"	1172010
54310	21038311000001108	43853020	0	"Phenoxymethylpenicillin 125mg/5ml oral solution (Bristol Laboratories Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"March 2013"	43853020
62188	17851911000001102	5741020	184	"Cefalexin 250mg capsules (Phoenix Healthcare Distribution Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"January 2015"	5741020
68409	17858811000001100	5990020	2	"Ciprofloxacin 750mg tablets (Phoenix Healthcare Distribution Ltd)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"December 2016"	5990020
26174	443811000001100	48710020	5	"Ampicillin 500mg capsules (A A H Pharmaceuticals Ltd)"	"Ampicillin"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	177010
34855	693411000001108	48670020	20	"Amoxicillin 250mg/5ml oral suspension sugar free (Kent Pharma (UK) Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	168011
58074	8973011000001101	21069020	2	"Ciprofloxacin 400mg/200ml solution for infusion bottles"	"Ciprofloxacin lactate"	"2mg/1ml"	"Solution for infusion"	"Intravenous"	5011200	"Quinolones"	"December 2013"	21069020
79098	11617911000001108	72027020	0	"Cefuroxime 750mg powder for injection vials (Flynn Pharma Ltd)"	"Cefuroxime sodium"	"750mg"	"Powder for injection"	"Intravenous/Intramuscular"	5010201	"Cephalosporins"	"December 2019"	6248009
2874	3098711000001105	58820020	13312	"Magnapen syrup (Wockhardt UK Ltd)"	"Flucloxacillin magnesium/Ampicillin trihydrate"	"25mg/1ml + 25mg/1ml"	"Oral suspension"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2745001
268	2854011000001102	52259020	156850	"Vibramycin 100mg capsules (Pfizer Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials"	"February 2009"	1030001
38084	132815001000027104	65519020	0	"Penicillin G 300mg/vial injection"	"Benzylpenicillin Sodium"	"300mg/vial"	"Injection"	""	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	4405001
132	131425001000027104	65333020	159494	"Oxytetracycline 250mg capsules"	"Oxytetracycline Dihydrate"	"250mg"	"Capsules"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	4355001
65364	30856411000001108	57346021	0	"Phenoxymethylpenicillin 250mg tablets (Mawdsley-Brooks & Company Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2016"	57346021
